Start Time,End Time,Lang ID,Text
320,1420,[FRE],Le Plan S3 est un système qui permet |de contrôler la volonté et la conscience
1421,1769,[FRE],des hommes.
2772,4025,[FRE],"Le système S3, ce n'est pas toi, soldat |formé sur le calque de Solid Snake..."
4848,5433,[FRE],C'est une méthode qui a créé|
5433,6296,[FRE],les circonstances t'ayant conduit|à ce que tu es...
6965,8065,[FRE],"C'est nous qui incarnons le S3, pas toi."
334,1643,[ENG],The S3 is a system for controlling |human will and consciousness.
2772,4025,[ENG],"S3 is not you, a soldier trained in |the image of Solid Snake."
4848,5433,[ENG],"It is -- a method, a protocol,"
5433,6296,[ENG],that created a circumstance|that made you what you are.
6965,7550,[ENG],"So you see, we're the S3. "
7732,8108,[ENG],Not you.
334,1643,[GER],"S3 ist ein System, den Willen und das|Bewußtsein der Menschen kontrollieren."
2772,4025,[GER],"Du bist kein S3, ein nach dem Vorbild|von Solid Snake ausgebildeter Soldat."
4820,5433,[GER],"Es ist -- eine Methode,|ein Protokoll,"
5433,6408,[GER],"das Umstände schuf, die Dich zu dem|gemacht haben, was Du bist."
6965,7550,[GER],"Du siehst also, wir sind S3, "
7732,8108,[GER],nicht Du.
334,1643,[ITA],L'S3 è un sistema per controllare|la volontà e la coscienza dell'uomo.
2772,4025,[ITA],"L'S3 non sei tu, un soldato addestrato|per essere come Solid Snake."
4848,5433,[ITA],"È un #_ metodo, un protocollo,"
5433,6296,[ITA],che ha creato una circostanza che|ti ha reso quello che sei.
6965,7550,[ITA],"Quindi, come vedi, siamo noi l'S3."
7732,8108,[ITA],Non sei tu.
334,1671,[SPA],El S3 es un sistema para controlar la|conciencia y la voluntad de los humanos.
2772,4025,[SPA],"Tú no eres S3, un soldado entrenado|para ser Solid Snake."
4848,5433,[SPA],"S3 es un método, un protocolo"
5433,6296,[SPA],que crea las circunstancias propicias |para convertirte en lo que ahora eres.
6965,8107,[SPA],"Así que ya ves, nosotros somos S3,|no tú."
334,1727,[JPN],人間の意志をコントロールするシステム|それがS3と呼ばれるものだ
2758,4109,[JPN],S3の成果はスネークに似た|兵士である君自身ではない
4834,6310,[JPN],その状況を作りだすためのメソッド|それを扱う#{手順、プロトコル}#
6965,7619,[JPN],つまりS3とは私達なの
7732,8080,[JPN],あなたじゃなく
