Start Time,End Time,Lang ID,Text
4137,4763,[JPN],EEじゃダメかい？
6575,6756,[JPN],…エマ
7272,7467,[JPN],エマ？
8164,8345,[JPN],エマ！？
8456,8678,[JPN],エマ！！
9640,10002,[JPN],聞こえないのか！！
4332,4749,[ENG],What's wrong with E.E.?
6575,6797,[ENG],Emma...
7272,7480,[ENG],Emma?
8164,8679,[ENG],Emma!? Emma!?
9626,9946,[ENG],Answer me!
4332,4749,[GER],Was ist mit E.E.?
6575,6797,[GER],Emma.
7272,7480,[GER],Emma?
8164,8679,[GER],Emma!? Emma!?
9626,9946,[GER],So antworte doch!
4332,4749,[FRE],Tu n'aimes pas E.E. ?
6575,6797,[FRE],Emma...
7272,7480,[FRE],Emma ?
8164,8679,[FRE],Emma !? Emma !?
9626,9946,[FRE],Réponds-moi !
4332,4749,[ITA],"Perché, E.E. non va bene?"
6575,6797,[ITA],Emma...
7272,7480,[ITA],Emma?
8164,8679,[ITA],Emma!? Emma!?
9626,9946,[ITA],Rispondimi!
4332,4749,[SPA],¿Qué tiene de malo E.E.?
6575,6797,[SPA],Emma...
7272,7480,[SPA],¿Emma?
8164,8679,[SPA],¿¡Emma!? ¿¡Emma!?
9626,9946,[SPA],¡Contéstame!
